date,shipments_total,shipments_primary_metals,shipments_fabricated_metals,shipments_computers,shipments_communications,shipments_motor_vehicles,shipments_nondef_aircraft,shipments_defense_aircraft,shipments_other_durables,shipments_nondef_capital,shipments_core_capital,orders_ex_transport,orders_ex_defense,orders_fabricated_metals,orders_machinery,orders_computers_electronics,orders_computers,orders_transportation,orders_motor_vehicles,orders_other_durables,orders_capital_goods,orders_defense_capital,unfilled_total,unfilled_ex_defense,unfilled_primary_metals,unfilled_fabricated_metals,unfilled_machinery,unfilled_electrical,unfilled_transportation,unfilled_motor_vehicles,unfilled_nondef_aircraft,unfilled_core_capital,inventory_total,inventory_primary_metals,inventory_fabricated_metals,inventory_transportation,inventory_motor_vehicles,inventory_other_durables,inventory_capital_goods
2025-06-01,303282.0,26523.0,40571.0,1550.0,3799.0,66171.0,16144.0,5416.0,49421.0,86888.0,75958.0,199115.0,292029.0,40843.0,38182.0,26639.0,1540.0,112646.0,66141.0,49357.0,116064.0,17229.0,1469146.0,1224252.0,44701.0,154493.0,142701.0,51888.0,911101.0,41000.0,651104.0,300500.0,589158.0,47250.0,73815.0,188370.0,66437.0,81298.0,276654.0
2025-07-01,307976.0,26775.0,41164.0,1578.0,3777.0,66773.0,18898.0,5285.0,49621.0,89912.0,76381.0,200898.0,285007.0,41188.0,38708.0,26786.0,1542.0,102134.0,66627.0,49618.0,105562.0,15263.0,1469267.0,1224482.0,44940.0,154517.0,142526.0,51927.0,910966.0,40854.0,651671.0,300273.0,590865.0,47714.0,73943.0,188846.0,67040.0,81323.0,276856.0
2025-08-01,307521.0,26817.0,41007.0,1563.0,3862.0,67218.0,18499.0,5136.0,49523.0,89342.0,76308.0,201805.0,290444.0,41394.0,39538.0,26485.0,1529.0,110333.0,67015.0,49563.0,110856.0,16013.0,1478883.0,1230495.0,45274.0,154904.0,143220.0,52039.0,919197.0,40651.0,656571.0,300771.0,590387.0,48068.0,74069.0,187864.0,67129.0,81343.0,275565.0
2025-09-01,307795.0,27138.0,41099.0,1574.0,3918.0,67584.0,16848.0,5251.0,49600.0,88464.0,77205.0,203094.0,290785.0,41707.0,39599.0,26803.0,1578.0,111053.0,67432.0,49595.0,113780.0,19906.0,1490136.0,1236695.0,45544.0,155512.0,143386.0,52375.0,929006.0,40499.0,661530.0,301157.0,589792.0,48273.0,74248.0,186221.0,67132.0,81409.0,274385.0
2025-10-01,309345.0,27038.0,41322.0,1622.0,3875.0,67261.0,18311.0,5400.0,49563.0,90395.0,77817.0,203472.0,287052.0,42018.0,39871.0,26863.0,1609.0,104098.0,67380.0,49627.0,107490.0,17282.0,1493279.0,1237814.0,45624.0,156208.0,143836.0,52591.0,930575.0,40618.0,661131.0,301288.0,590717.0,48589.0,74326.0,186416.0,67011.0,81455.0,275052.0
2025-11-01,308454.0,26993.0,41530.0,1690.0,4128.0,67411.0,16130.0,5423.0,49780.0,88453.0,78015.0,204436.0,305977.0,42213.0,40170.0,27015.0,1657.0,119869.0,67171.0,49820.0,124044.0,15435.0,1514119.0,1259422.0,45677.0,156891.0,144456.0,53071.0,949556.0,40378.0,680499.0,301894.0,592088.0,48730.0,74223.0,187247.0,67236.0,81462.0,276284.0
2025-12-01,312260.0,27740.0,41899.0,1754.0,4128.0,68304.0,16970.0,5539.0,49922.0,90129.0,78767.0,206966.0,300099.0,42574.0,40255.0,27945.0,1713.0,114376.0,68152.0,49995.0,120070.0,18774.0,1528230.0,1271916.0,45614.0,157566.0,144673.0,53733.0,961402.0,40226.0,690961.0,302389.0,593522.0,48860.0,74397.0,187734.0,67425.0,81628.0,277139.0
2026-01-01,315099.0,28016.0,42191.0,1776.0,4347.0,68901.0,18229.0,5518.0,50068.0,91335.0,78752.0,207738.0,300815.0,42565.0,40501.0,28163.0,1796.0,112237.0,68671.0,50156.0,116491.0,16136.0,1538048.0,1282370.0,45602.0,157940.0,145241.0,54218.0,969411.0,39996.0,699687.0,302627.0,594992.0,49135.0,74554.0,188384.0,67481.0,81722.0,277715.0
2026-02-01,320023.0,28735.0,42662.0,1811.0,4391.0,71287.0,17170.0,5496.0,50595.0,91112.0,79769.0,210330.0,297138.0,43030.0,41453.0,28559.0,1845.0,105903.0,71229.0,50422.0,108887.0,16475.0,1539286.0,1284846.0,45561.0,158308.0,146079.0,54309.0,969105.0,39938.0,700493.0,303093.0,595466.0,49326.0,74754.0,188337.0,67286.0,81783.0,278240.0
2026-03-01,322564.0,28763.0,43091.0,1802.0,4532.0,72107.0,16645.0,5628.0,50625.0,91603.0,80822.0,212744.0,296337.0,43030.0,41995.0,29926.0,1841.0,107744.0,72070.0,50484.0,112078.0,20756.0,1542277.0,1284761.0,45718.0,158247.0,146466.0,54502.0,969894.0,39901.0,697685.0,305600.0,597164.0,49903.0,74859.0,189201.0,67353.0,81816.0,278661.0
2026-04-01,324299.0,28919.0,43504.0,,4582.0,72266.0,17157.0,5671.0,50810.0,92604.0,81107.0,215081.0,320291.0,44527.0,42204.0,29712.0,,130875.0,72360.0,50685.0,135668.0,22213.0,1568983.0,,46259.0,159270.0,147124.0,54679.0,993081.0,39995.0,717318.0,306919.0,598702.0,50187.0,74922.0,189949.0,67284.0,81973.0,279650.0
