,FCI-G,NFCI,ANFCI,STLFSI4,KCFSI
2018-09-21,-0.54006710232659,-0.60051,-0.619,-0.8206,-0.766404131357719
2018-09-28,-0.527091189928938,-0.59594,-0.61986,-0.7573,-0.766404131357719
2018-10-01,-0.527091189928938,-0.59594,-0.61986,-0.7573,-0.370861013921459
2018-10-05,-0.527091189928938,-0.58896,-0.61415,-0.793,-0.370861013921459
2018-10-12,-0.527091189928938,-0.57864,-0.60069,-0.4501,-0.370861013921459
2018-10-19,-0.527091189928938,-0.56711,-0.58664,-0.5127,-0.370861013921459
2018-10-26,-0.527091189928938,-0.55329,-0.57392,-0.2188,-0.370861013921459
2018-10-31,-0.233201943498845,-0.55329,-0.57392,-0.2188,-0.370861013921459
2018-11-01,-0.233201943498845,-0.55329,-0.57392,-0.2188,-0.369353196731184
2018-11-02,-0.233201943498845,-0.53775,-0.56433,-0.233,-0.369353196731184
2018-11-09,-0.233201943498845,-0.52145,-0.55595,-0.4784,-0.369353196731184
2018-11-16,-0.233201943498845,-0.50174,-0.54024,-0.033,-0.369353196731184
2018-11-23,-0.233201943498845,-0.48022,-0.51521,0.0459,-0.369353196731184
2018-11-30,-0.187486223784958,-0.45975,-0.48366,-0.1529,-0.369353196731184
2018-12-01,-0.187486223784958,-0.45975,-0.48366,-0.1529,-0.0484619584796286
2018-12-07,-0.187486223784958,-0.4404,-0.44913,0.1958,-0.0484619584796286
2018-12-14,-0.187486223784958,-0.42681,-0.42344,0.2549,-0.0484619584796286
2018-12-21,-0.187486223784958,-0.42063,-0.41215,0.5323,-0.0484619584796286
2018-12-28,-0.187486223784958,-0.42396,-0.41711,0.6598,-0.0484619584796286
2018-12-31,0.0635406567575096,-0.42396,-0.41711,0.6598,-0.0484619584796286
2019-01-01,0.0635406567575096,-0.42396,-0.41711,0.6598,-0.072340528783566
2019-01-04,0.0635406567575096,-0.43697,-0.43536,0.3031,-0.072340528783566
2019-01-11,0.0635406567575096,-0.45703,-0.45687,-0.187,-0.072340528783566
2019-01-18,0.0635406567575096,-0.48064,-0.47824,-0.1551,-0.072340528783566
2019-01-25,0.0635406567575096,-0.50505,-0.49659,-0.1322,-0.072340528783566
2019-01-31,-0.134108564494111,-0.50505,-0.49659,-0.1322,-0.072340528783566
2019-02-01,-0.134108564494111,-0.52893,-0.51426,-0.1525,-0.520023730344621
2019-02-08,-0.134108564494111,-0.54939,-0.5321,-0.2977,-0.520023730344621
2019-02-15,-0.134108564494111,-0.56659,-0.55152,-0.363,-0.520023730344621
2019-02-22,-0.134108564494111,-0.57984,-0.56971,-0.5288,-0.520023730344621
2019-02-28,-0.268115167222534,-0.57984,-0.56971,-0.5288,-0.520023730344621
2019-03-01,-0.268115167222534,-0.58872,-0.58176,-0.5888,-0.428085108743497
2019-03-08,-0.268115167222534,-0.5939,-0.58531,-0.4712,-0.428085108743497
2019-03-15,-0.268115167222534,-0.59782,-0.58364,-0.5761,-0.428085108743497
2019-03-22,-0.268115167222534,-0.60178,-0.58078,-0.5869,-0.428085108743497
2019-03-29,-0.358716354307027,-0.60463,-0.58048,-0.327,-0.428085108743497
2019-04-01,-0.358716354307027,-0.60463,-0.58048,-0.327,-0.484961731290312
2019-04-05,-0.358716354307027,-0.60887,-0.58678,-0.6774,-0.484961731290312
2019-04-12,-0.358716354307027,-0.61224,-0.59714,-0.6605,-0.484961731290312
2019-04-19,-0.358716354307027,-0.61424,-0.607,-0.7784,-0.484961731290312
2019-04-26,-0.358716354307027,-0.61318,-0.61087,-0.6396,-0.484961731290312
2019-04-30,-0.40397976376523,-0.61318,-0.61087,-0.6396,-0.484961731290312
2019-05-01,-0.40397976376523,-0.61318,-0.61087,-0.6396,-0.419488817613799
2019-05-03,-0.40397976376523,-0.60959,-0.6083,-0.6788,-0.419488817613799
2019-05-10,-0.40397976376523,-0.60251,-0.59962,-0.386,-0.419488817613799
2019-05-17,-0.40397976376523,-0.59401,-0.58984,-0.3617,-0.419488817613799
2019-05-24,-0.40397976376523,-0.58574,-0.58278,-0.4824,-0.419488817613799
2019-05-31,-0.228694513493236,-0.57759,-0.57783,-0.1916,-0.419488817613799
2019-06-01,-0.228694513493236,-0.57759,-0.57783,-0.1916,-0.350443453898189
2019-06-07,-0.228694513493236,-0.57218,-0.57644,-0.2141,-0.350443453898189
2019-06-14,-0.228694513493236,-0.57005,-0.5756,-0.4377,-0.350443453898189
2019-06-21,-0.228694513493236,-0.56996,-0.574,-0.3501,-0.350443453898189
2019-06-28,-0.449160887919467,-0.57235,-0.57314,-0.3448,-0.350443453898189
2019-07-01,-0.449160887919467,-0.57235,-0.57314,-0.3448,-0.569963894135849
2019-07-05,-0.449160887919467,-0.57643,-0.57601,-0.5323,-0.569963894135849
2019-07-12,-0.449160887919467,-0.57844,-0.57938,-0.4573,-0.569963894135849
2019-07-19,-0.449160887919467,-0.5783,-0.58233,-0.3693,-0.569963894135849
2019-07-26,-0.449160887919467,-0.57501,-0.58154,-0.4973,-0.569963894135849
2019-07-31,-0.440069014361417,-0.57501,-0.58154,-0.4973,-0.569963894135849
2019-08-01,-0.440069014361417,-0.57501,-0.58154,-0.4973,-0.320394687820616
2019-08-02,-0.440069014361417,-0.56721,-0.57193,-0.2723,-0.320394687820616
2019-08-09,-0.440069014361417,-0.55631,-0.55696,0.2359,-0.320394687820616
2019-08-16,-0.440069014361417,-0.5447,-0.53997,0.1886,-0.320394687820616
2019-08-23,-0.440069014361417,-0.53449,-0.53003,-0.0995,-0.320394687820616
2019-08-30,-0.397401666410081,-0.52509,-0.52938,-0.0597,-0.320394687820616
2019-09-01,-0.397401666410081,-0.52509,-0.52938,-0.0597,-0.402278463221077
2019-09-06,-0.397401666410081,-0.51822,-0.54001,-0.105,-0.402278463221077
2019-09-13,-0.397401666410081,-0.51275,-0.55164,-0.3535,-0.402278463221077
2019-09-20,-0.397401666410081,-0.50858,-0.55866,-0.1594,-0.402278463221077
2019-09-27,-0.397401666410081,-0.50842,-0.55797,0.0927,-0.402278463221077
2019-09-30,-0.493426775196493,-0.50842,-0.55797,0.0927,-0.402278463221077
2019-10-01,-0.493426775196493,-0.50842,-0.55797,0.0927,-0.404803275881137
2019-10-04,-0.493426775196493,-0.51182,-0.5501,0.3557,-0.404803275881137
2019-10-11,-0.493426775196493,-0.52006,-0.54375,0.1291,-0.404803275881137
2019-10-18,-0.493426775196493,-0.53242,-0.54811,-0.1428,-0.404803275881137
2019-10-25,-0.493426775196493,-0.54629,-0.566,-0.14,-0.404803275881137
2019-10-31,-0.485246604157823,-0.54629,-0.566,-0.14,-0.404803275881137
2019-11-01,-0.485246604157823,-0.55846,-0.59023,-0.076,-0.65122575281717
2019-11-08,-0.485246604157823,-0.56824,-0.61075,-0.1074,-0.65122575281717
2019-11-15,-0.485246604157823,-0.57359,-0.6163,-0.1148,-0.65122575281717
2019-11-22,-0.485246604157823,-0.57382,-0.60353,-0.0637,-0.65122575281717
2019-11-29,-0.521677160299879,-0.56902,-0.57634,-0.2008,-0.65122575281717
2019-12-01,-0.521677160299879,-0.56902,-0.57634,-0.2008,-0.650025021567563
2019-12-06,-0.521677160299879,-0.56014,-0.54761,-0.1033,-0.650025021567563
2019-12-13,-0.521677160299879,-0.55262,-0.53326,-0.2788,-0.650025021567563
2019-12-20,-0.521677160299879,-0.54853,-0.53445,-0.3768,-0.650025021567563
2019-12-27,-0.521677160299879,-0.55313,-0.54711,-0.1922,-0.650025021567563
2019-12-31,-0.664010656372013,-0.55313,-0.54711,-0.1922,-0.650025021567563
2020-01-01,-0.664010656372013,-0.55313,-0.54711,-0.1922,-0.598416751376762
2020-01-03,-0.664010656372013,-0.56615,-0.56011,-0.2385,-0.598416751376762
2020-01-10,-0.664010656372013,-0.586,-0.56733,-0.3642,-0.598416751376762
2020-01-17,-0.664010656372013,-0.60738,-0.57161,-0.5318,-0.598416751376762
2020-01-24,-0.664010656372013,-0.62083,-0.57858,-0.4205,-0.598416751376762
2020-01-31,-0.642062514385573,-0.61895,-0.59395,-0.1332,-0.598416751376762
2020-02-01,-0.642062514385573,-0.61895,-0.59395,-0.1332,-0.399637289739684
2020-02-07,-0.642062514385573,-0.59363,-0.61119,-0.472,-0.399637289739684
2020-02-14,-0.642062514385573,-0.53414,-0.60227,-0.5795,-0.399637289739684
2020-02-21,-0.642062514385573,-0.43362,-0.53164,-0.4559,-0.399637289739684
2020-02-28,-0.454868904790078,-0.29335,-0.37883,0.6537,-0.399637289739684
2020-03-01,-0.454868904790078,-0.29335,-0.37883,0.6537,2.3563056210052906
2020-03-06,-0.454868904790078,-0.12983,-0.1613,1.3202,2.3563056210052906
2020-03-13,-0.454868904790078,0.03923,0.08712,3.4871,2.3563056210052906
2020-03-20,-0.454868904790078,0.18707,0.3094,5.6417,2.3563056210052906
2020-03-27,-0.454868904790078,0.28064,0.44302,5.3517,2.3563056210052906
2020-03-31,-0.134393621787836,0.28064,0.44302,5.3517,2.3563056210052906
2020-04-01,-0.134393621787836,0.28064,0.44302,5.3517,1.75298660173518
2020-04-03,-0.134393621787836,0.31881,0.47982,3.1406,1.75298660173518
2020-04-10,-0.134393621787836,0.30441,0.43122,2.6001,1.75298660173518
2020-04-17,-0.134393621787836,0.24756,0.33379,1.8666,1.75298660173518
2020-04-24,-0.134393621787836,0.16807,0.22813,2.3923,1.75298660173518
2020-04-30,-0.270704122667563,0.16807,0.22813,2.3923,1.75298660173518
2020-05-01,-0.270704122667563,0.06956,0.12132,1.234,0.926696358314644
2020-05-08,-0.270704122667563,-0.03093,0.01506,0.9367,0.926696358314644
2020-05-15,-0.270704122667563,-0.12203,-0.09046,0.9096,0.926696358314644
2020-05-22,-0.270704122667563,-0.2025,-0.20692,0.4235,0.926696358314644
2020-05-29,-0.315160992064636,-0.26655,-0.32066,0.1955,0.926696358314644
2020-06-01,-0.315160992064636,-0.26655,-0.32066,0.1955,0.523428533929703
2020-06-05,-0.315160992064636,-0.31334,-0.41319,-0.0963,0.523428533929703
2020-06-12,-0.315160992064636,-0.34313,-0.46469,0.2677,0.523428533929703
2020-06-19,-0.315160992064636,-0.36566,-0.48281,0.4729,0.523428533929703
2020-06-26,-0.315160992064636,-0.38385,-0.48021,0.499,0.523428533929703
2020-06-30,-0.474667215821661,-0.38385,-0.48021,0.499,0.523428533929703
2020-07-01,-0.474667215821661,-0.38385,-0.48021,0.499,0.328140380145479
2020-07-03,-0.474667215821661,-0.40106,-0.47782,0.4114,0.328140380145479
2020-07-10,-0.474667215821661,-0.41985,-0.49024,0.1115,0.328140380145479
2020-07-17,-0.474667215821661,-0.43894,-0.51504,0.0651,0.328140380145479
2020-07-24,-0.474667215821661,-0.45828,-0.54498,-0.2259,0.328140380145479
2020-07-31,-0.61325507084115,-0.47611,-0.56575,-0.0761,0.328140380145479
2020-08-01,-0.61325507084115,-0.47611,-0.56575,-0.0761,-0.0345638433417914
2020-08-07,-0.61325507084115,-0.49,-0.57151,-0.205,-0.0345638433417914
2020-08-14,-0.61325507084115,-0.50042,-0.57318,-0.2658,-0.0345638433417914
2020-08-21,-0.61325507084115,-0.50666,-0.5836,-0.0669,-0.0345638433417914
2020-08-28,-0.61325507084115,-0.50867,-0.60838,-0.2682,-0.0345638433417914
2020-08-31,-0.855124096298696,-0.50867,-0.60838,-0.2682,-0.0345638433417914
2020-09-01,-0.855124096298696,-0.50867,-0.60838,-0.2682,0.122667872871794
2020-09-04,-0.855124096298696,-0.50636,-0.64668,-0.1187,0.122667872871794
2020-09-11,-0.855124096298696,-0.5018,-0.67922,0.0532,0.122667872871794
2020-09-18,-0.855124096298696,-0.49786,-0.6951,-0.1317,0.122667872871794
2020-09-25,-0.855124096298696,-0.492,-0.68057,0.252,0.122667872871794
2020-09-30,-0.903822875717421,-0.492,-0.68057,0.252,0.122667872871794
2020-10-01,-0.903822875717421,-0.492,-0.68057,0.252,0.245710586002844
2020-10-02,-0.903822875717421,-0.48872,-0.6432,-0.0758,0.245710586002844
2020-10-09,-0.903822875717421,-0.48879,-0.59268,-0.2365,0.245710586002844
2020-10-16,-0.903822875717421,-0.49118,-0.55114,-0.0909,0.245710586002844
2020-10-23,-0.903822875717421,-0.497,-0.52599,0.0102,0.245710586002844
2020-10-30,-0.861781977756914,-0.50543,-0.51591,0.3863,0.245710586002844
2020-11-01,-0.861781977756914,-0.50543,-0.51591,0.3863,0.25686602380882
2020-11-06,-0.861781977756914,-0.5191,-0.51556,-0.0757,0.25686602380882
2020-11-13,-0.861781977756914,-0.53603,-0.51826,-0.4814,0.25686602380882
2020-11-20,-0.861781977756914,-0.55241,-0.51536,-0.1625,0.25686602380882
2020-11-27,-0.861781977756914,-0.56717,-0.50854,-0.398,0.25686602380882
2020-11-30,-1.12969757415124,-0.56717,-0.50854,-0.398,0.25686602380882
2020-12-01,-1.12969757415124,-0.56717,-0.50854,-0.398,-0.38019016563654
2020-12-04,-1.12969757415124,-0.5802,-0.50252,-0.4444,-0.38019016563654
2020-12-11,-1.12969757415124,-0.5905,-0.50197,-0.4199,-0.38019016563654
2020-12-18,-1.12969757415124,-0.59791,-0.50593,-0.3769,-0.38019016563654
2020-12-25,-1.12969757415124,-0.60413,-0.51079,-0.4178,-0.38019016563654
2020-12-31,-1.39162670314275,-0.60413,-0.51079,-0.4178,-0.38019016563654
2021-01-01,-1.39162670314275,-0.60942,-0.51401,-0.4749,-0.237954569157915
2021-01-08,-1.39162670314275,-0.61394,-0.51271,-0.4845,-0.237954569157915
2021-01-15,-1.39162670314275,-0.61661,-0.51142,-0.528,-0.237954569157915
2021-01-22,-1.39162670314275,-0.61858,-0.51242,-0.5147,-0.237954569157915
2021-01-29,-1.3692241571529,-0.61886,-0.51867,-0.2669,-0.237954569157915
2021-02-01,-1.3692241571529,-0.61886,-0.51867,-0.2669,-0.464133064936002
2021-02-05,-1.3692241571529,-0.62105,-0.53443,-0.5752,-0.464133064936002
2021-02-12,-1.3692241571529,-0.62275,-0.55012,-0.7609,-0.464133064936002
2021-02-19,-1.3692241571529,-0.62451,-0.56181,-0.6514,-0.464133064936002
2021-02-26,-1.4523772362641,-0.62654,-0.56647,-0.4435,-0.464133064936002
2021-03-01,-1.4523772362641,-0.62654,-0.56647,-0.4435,-0.300990730524579
2021-03-05,-1.4523772362641,-0.63072,-0.56587,-0.4056,-0.300990730524579
2021-03-12,-1.4523772362641,-0.63579,-0.5624,-0.4979,-0.300990730524579
2021-03-19,-1.4523772362641,-0.64127,-0.55976,-0.5439,-0.300990730524579
2021-03-26,-1.4523772362641,-0.64792,-0.56138,-0.6237,-0.300990730524579
2021-03-31,-1.53185591818697,-0.64792,-0.56138,-0.6237,-0.300990730524579
2021-04-01,-1.53185591818697,-0.64792,-0.56138,-0.6237,-0.754242394648811
2021-04-02,-1.53185591818697,-0.65493,-0.56584,-0.7157,-0.754242394648811
2021-04-09,-1.53185591818697,-0.66324,-0.56955,-0.8151,-0.754242394648811
2021-04-16,-1.53185591818697,-0.67011,-0.5696,-0.7672,-0.754242394648811
2021-04-23,-1.53185591818697,-0.67639,-0.56551,-0.717,-0.754242394648811
2021-04-30,-1.57300793942428,-0.68168,-0.56009,-0.8043,-0.754242394648811
2021-05-01,-1.57300793942428,-0.68168,-0.56009,-0.8043,-0.808284291321775
2021-05-07,-1.57300793942428,-0.68655,-0.55741,-0.8052,-0.808284291321775
2021-05-14,-1.57300793942428,-0.68855,-0.55809,-0.7461,-0.808284291321775
2021-05-21,-1.57300793942428,-0.69098,-0.56502,-0.7127,-0.808284291321775
2021-05-28,-1.55830082669881,-0.69311,-0.57465,-0.8116,-0.808284291321775
2021-06-01,-1.55830082669881,-0.69311,-0.57465,-0.8116,-0.730838016923849
2021-06-04,-1.55830082669881,-0.69402,-0.5832,-0.8474,-0.730838016923849
2021-06-11,-1.55830082669881,-0.69323,-0.58804,-0.7939,-0.730838016923849
2021-06-18,-1.55830082669881,-0.6901,-0.58931,-0.7725,-0.730838016923849
2021-06-25,-1.55830082669881,-0.68602,-0.59063,-0.8029,-0.730838016923849
2021-06-30,-1.75245489322836,-0.68602,-0.59063,-0.8029,-0.730838016923849
2021-07-01,-1.75245489322836,-0.68602,-0.59063,-0.8029,-0.718869498942519
2021-07-02,-1.75245489322836,-0.68039,-0.59299,-0.8438,-0.718869498942519
2021-07-09,-1.75245489322836,-0.67361,-0.59769,-0.7121,-0.718869498942519
2021-07-16,-1.75245489322836,-0.66681,-0.60176,-0.8011,-0.718869498942519
2021-07-23,-1.75245489322836,-0.66022,-0.60302,-0.5695,-0.718869498942519
2021-07-30,-1.73925433096831,-0.65487,-0.60109,-0.7649,-0.718869498942519
2021-08-01,-1.73925433096831,-0.65487,-0.60109,-0.7649,-0.722846452205324
2021-08-06,-1.73925433096831,-0.65019,-0.59786,-0.6768,-0.722846452205324
2021-08-13,-1.73925433096831,-0.64746,-0.59777,-0.8607,-0.722846452205324
2021-08-20,-1.73925433096831,-0.64578,-0.60475,-0.6201,-0.722846452205324
2021-08-27,-1.73925433096831,-0.64651,-0.62028,-0.7678,-0.722846452205324
2021-08-31,-1.73195849962079,-0.64651,-0.62028,-0.7678,-0.722846452205324
2021-09-01,-1.73195849962079,-0.64651,-0.62028,-0.7678,-0.754779944648507
2021-09-03,-1.73195849962079,-0.64768,-0.64027,-0.7614,-0.754779944648507
2021-09-10,-1.73195849962079,-0.64952,-0.6567,-0.7118,-0.754779944648507
2021-09-17,-1.73195849962079,-0.65167,-0.66567,-0.6797,-0.754779944648507
2021-09-24,-1.73195849962079,-0.65287,-0.665,-0.5451,-0.754779944648507
2021-09-30,-1.62738611161142,-0.65287,-0.665,-0.5451,-0.754779944648507
2021-10-01,-1.62738611161142,-0.65316,-0.65779,-0.6309,-0.6125901292393
2021-10-08,-1.62738611161142,-0.65145,-0.64837,-0.6384,-0.6125901292393
2021-10-15,-1.62738611161142,-0.64589,-0.64028,-0.7315,-0.6125901292393
2021-10-22,-1.62738611161142,-0.63606,-0.63275,-0.9053,-0.6125901292393
2021-10-29,-1.62689446591944,-0.62159,-0.62104,-0.8127,-0.6125901292393
2021-11-01,-1.62689446591944,-0.62159,-0.62104,-0.8127,-0.694375269748364
2021-11-05,-1.62689446591944,-0.60383,-0.60041,-0.6839,-0.694375269748364
2021-11-12,-1.62689446591944,-0.58442,-0.571,-0.7895,-0.694375269748364
2021-11-19,-1.62689446591944,-0.56625,-0.5381,-0.6889,-0.694375269748364
2021-11-26,-1.62689446591944,-0.55005,-0.50949,-0.4898,-0.694375269748364
2021-11-30,-1.51357411600297,-0.55005,-0.50949,-0.4898,-0.694375269748364
2021-12-01,-1.51357411600297,-0.55005,-0.50949,-0.4898,-0.582697318783463
2021-12-03,-1.51357411600297,-0.53879,-0.49408,-0.1734,-0.582697318783463
2021-12-10,-1.51357411600297,-0.53662,-0.49759,-0.7082,-0.582697318783463
2021-12-17,-1.51357411600297,-0.53922,-0.51249,-0.5018,-0.582697318783463
2021-12-24,-1.51357411600297,-0.54627,-0.53119,-0.5832,-0.582697318783463
2021-12-31,-1.56005190163094,-0.55487,-0.54418,-0.772,-0.582697318783463
2022-01-01,-1.56005190163094,-0.55487,-0.54418,-0.772,-0.335073078138315
2022-01-07,-1.56005190163094,-0.56075,-0.54719,-0.7022,-0.335073078138315
2022-01-14,-1.56005190163094,-0.56083,-0.54116,-0.6636,-0.335073078138315
2022-01-21,-1.56005190163094,-0.55417,-0.5311,-0.3863,-0.335073078138315
2022-01-28,-1.56005190163094,-0.54001,-0.51885,-0.2058,-0.335073078138315
2022-01-31,-1.24255071599459,-0.54001,-0.51885,-0.2058,-0.335073078138315
2022-02-01,-1.24255071599459,-0.54001,-0.51885,-0.2058,-0.333261266418846
2022-02-04,-1.24255071599459,-0.521,-0.50293,-0.5167,-0.333261266418846
2022-02-11,-1.24255071599459,-0.49547,-0.47382,-0.5885,-0.333261266418846
2022-02-18,-1.24255071599459,-0.4657,-0.42745,-0.1685,-0.333261266418846
2022-02-25,-1.24255071599459,-0.43601,-0.36801,-0.0111,-0.333261266418846
2022-02-28,-1.11132193548822,-0.43601,-0.36801,-0.0111,-0.333261266418846
2022-03-01,-1.11132193548822,-0.43601,-0.36801,-0.0111,-0.107356884441282
2022-03-04,-1.11132193548822,-0.40879,-0.30552,0.2873,-0.107356884441282
2022-03-11,-1.11132193548822,-0.38775,-0.25943,0.1461,-0.107356884441282
2022-03-18,-1.11132193548822,-0.37595,-0.24186,-0.3115,-0.107356884441282
2022-03-25,-1.11132193548822,-0.37044,-0.25034,-0.6141,-0.107356884441282
2022-03-31,-1.02725291390226,-0.37044,-0.25034,-0.6141,-0.107356884441282
2022-04-01,-1.02725291390226,-0.36838,-0.27089,-0.4801,-0.344016903193983
2022-04-08,-1.02725291390226,-0.3661,-0.28509,-0.3733,-0.344016903193983
2022-04-15,-1.02725291390226,-0.35932,-0.27568,-0.2837,-0.344016903193983
2022-04-22,-1.02725291390226,-0.34895,-0.24451,-0.3898,-0.344016903193983
2022-04-29,-0.607826260620124,-0.33383,-0.2018,0.1747,-0.344016903193983
2022-05-01,-0.607826260620124,-0.33383,-0.2018,0.1747,-0.0400421575318194
2022-05-06,-0.607826260620124,-0.31616,-0.16498,0.2043,-0.0400421575318194
2022-05-13,-0.607826260620124,-0.29732,-0.14439,0.5518,-0.0400421575318194
2022-05-20,-0.607826260620124,-0.27843,-0.13847,0.2972,-0.0400421575318194
2022-05-27,-0.607826260620124,-0.25726,-0.13273,0.2707,-0.0400421575318194
2022-05-31,-0.379692713551947,-0.25726,-0.13273,0.2707,-0.0400421575318194
2022-06-01,-0.379692713551947,-0.25726,-0.13273,0.2707,0.0483351041508461
2022-06-03,-0.379692713551947,-0.23425,-0.11574,-0.169,0.0483351041508461
2022-06-10,-0.379692713551947,-0.20973,-0.08354,-0.0535,0.0483351041508461
2022-06-17,-0.379692713551947,-0.18569,-0.04555,0.0285,0.0483351041508461
2022-06-24,-0.379692713551947,-0.16972,-0.02123,0.366,0.0483351041508461
2022-06-30,0.0394890559901309,-0.16972,-0.02123,0.366,0.0483351041508461
2022-07-01,0.0394890559901309,-0.16335,-0.02555,0.6009,0.0128350656493941
2022-07-08,0.0394890559901309,-0.16661,-0.06133,0.4159,0.0128350656493941
2022-07-15,0.0394890559901309,-0.18003,-0.1165,0.0584,0.0128350656493941
2022-07-22,0.0394890559901309,-0.19918,-0.17344,-0.2799,0.0128350656493941
2022-07-29,0.0305412549853585,-0.21742,-0.21397,-0.2006,0.0128350656493941
2022-08-01,0.0305412549853585,-0.21742,-0.21397,-0.2006,-0.145444438271844
2022-08-05,0.0305412549853585,-0.23068,-0.23279,-0.4881,-0.145444438271844
2022-08-12,0.0305412549853585,-0.23822,-0.23596,-0.4086,-0.145444438271844
2022-08-19,0.0305412549853585,-0.23595,-0.23106,-0.3733,-0.145444438271844
2022-08-26,0.0305412549853585,-0.22344,-0.22372,-0.2084,-0.145444438271844
2022-08-31,0.264653948636313,-0.22344,-0.22372,-0.2084,-0.145444438271844
2022-09-01,0.264653948636313,-0.22344,-0.22372,-0.2084,-0.042312531962486
2022-09-02,0.264653948636313,-0.20252,-0.21373,-0.1402,-0.042312531962486
2022-09-09,0.264653948636313,-0.17667,-0.19721,-0.3147,-0.042312531962486
2022-09-16,0.264653948636313,-0.14886,-0.16713,-0.4421,-0.042312531962486
2022-09-23,0.264653948636313,-0.1236,-0.12705,0.1275,-0.042312531962486
2022-09-30,0.643572989872229,-0.10476,-0.08782,0.5155,-0.042312531962486
2022-10-01,0.643572989872229,-0.10476,-0.08782,0.5155,0.509970087251589
